object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn	mission_critical
trigger:delete_self:faction-npc-hoth:1:0:2:targetMessage		lower_branch_imperial	r32	-68	-4	18							
trigger:spawn_command_assault:faction-npc-hoth:2:0:2:triggerId		lower_branch_imperial	r32	-68	-4	18							
delayAction:spawn_command_assault_trooper:1		spawn_command_assault											
heroic_echo_snowtrooper_interior		spawn_command_assault_trooper	r11	-3	64	104		theme_park.heroic.echo_base.echo_theater	"string:patrol_path=command_attack,int:run=1"				
pathPoint:command_1		lower_branch_imperial	r11	-5.7	64	107							"command_attack:patrolOnce:command_1,command_2|command_observe|command_3,command_out"
pathPoint:command_2		lower_branch_imperial	r11	-6	64	130							
pathPoint:command_3		lower_branch_imperial	r11	-29	64	105							
pathPoint:command_observe		lower_branch_imperial	r11	-19.35	64.3	111.86							
pathPoint:command_out		lower_branch_imperial	r11	-28	64	124							
trigger:command_to_tunnel:faction-npc-hoth:1:0:0:targetMessage		lower_branch_imperial	r11	-28	64	124							
"messageTo;branch_to_left;doPathAction;string:pathAction=patrol_path,string:pathName=command_to_tunnel"		command_to_tunnel											"command_to_tunnel:patrolOnce:com_tunnel_1,com_tunnel_2,com_tunnel_3,com_tunnel_4,com_tunnel_5,com_tunnel_6,com_tunnel_7,com_tunnel_8"
pathPoint:com_tunnel_1		lower_branch_imperial	r11	-38.36	64.3	126.82							
pathPoint:com_tunnel_2		lower_branch_imperial	r20	-38.79	64.47	134.54							
pathPoint:com_tunnel_3		lower_branch_imperial	r20	-39.33	64	154							
pathPoint:com_tunnel_4		lower_branch_imperial	r20	-37	64	180							
pathPoint:com_tunnel_5		lower_branch_imperial	r20	-24	59	213							
pathPoint:com_tunnel_6		lower_branch_imperial	r20	-9	58	237							
pathPoint:com_tunnel_7		lower_branch_imperial	r20	2	58	250							
pathPoint:com_tunnel_8		lower_branch_imperial	r1	7	58	255							"low_assault_to_tauntaun:patrolOnce:imp_assault_to_tauntaun_1,imp_assault_to_tauntaun_2,imp_assault_to_tauntaun_3,imp_assault_to_tauntaun_4,imp_assault_to_tauntaun_5,imp_assault_to_tauntaun_6"
trigger:low_assault_to_tauntaun:faction-npc-hoth:2:0:2:targetMessage		lower_branch_imperial	r22	-98.32	1.86	167.31							
"messageTo;branch_to_left;doPathAction;string:pathAction=patrol_path,string:pathName=low_assault_to_tauntaun"		low_assault_to_tauntaun											
pathPoint:imp_assault_to_tauntaun_1		lower_branch_imperial	r22	-102.42	3.86	167.41							
pathPoint:imp_assault_to_tauntaun_2		lower_branch_imperial	r22	-109.74	7.45	167.43							
pathPoint:imp_assault_to_tauntaun_3		lower_branch_imperial	r22	-121	12.9	167							
pathPoint:imp_assault_to_tauntaun_4		lower_branch_imperial	tauntaun_grounds	-145.8	20.32	153.57							
pathPoint:imp_assault_to_tauntaun_5		lower_branch_imperial	tauntaun_grounds	-173	20	143							
pathPoint:imp_assault_to_tauntaun_6		lower_branch_imperial	tauntaun_grounds	-197	21	151							
trigger:assault_to_generator:faction-npc-hoth:1:0:0:targetMessage		lower_branch_imperial	r22	-86	0	183							
"messageTo;branch_to_left;doPathAction;string:pathAction=patrol_path,string:pathName=assault_to_generator"		assault_to_generator											"assault_to_generator:patrolOnce:assault_to_generator_1,assault_to_generator_2,assault_to_generator_3,assault_to_generator_4,assault_to_generator_5,assault_to_generator_6"
pathPoint:assault_to_generator_1		lower_branch_imperial	r22	-85.53	11	222							
pathPoint:assault_to_generator_2		lower_branch_imperial	r22	-85	23	255							
pathPoint:assault_to_generator_3		lower_branch_imperial	r22	-85	35	288							
pathPoint:assault_to_generator_4		lower_branch_imperial	r22	-85	42	312		
pathPoint:assault_to_generator_5		lower_branch_imperial	r24	-87	43	332		
pathPoint:assault_to_generator_1		lower_branch_imperial	r22	-85.53	11	222		
pathPoint:assault_to_generator_2		lower_branch_imperial	r22	-85	23	255		
pathPoint:assault_to_generator_3		lower_branch_imperial	r22	-85	35	288		
pathPoint:assault_to_generator_4		lower_branch_imperial	r22	-85	42	312		
pathPoint:assault_to_generator_5		lower_branch_imperial	r24	-87	43	332		
pathPoint:assault_to_generator_6		lower_branch_imperial	r24	-82	43	349		
trigger:shield_imperial:faction-npc-hoth:25:-1:0:triggerId		lower_branch_imperial	r24	-90	43.2	347.14		
waitForComplete:triggerId:secondary_generator_destroyed:rebel_gen		shield_imperial						
delayAction:imp_invade_front:1		play_blow_up_generator						
delayAction:handle_delay_spawn_invader:60		play_blow_up_generator						
object/creature/npc/theme_park/lambda_shuttle.iff	shut_land	play_blow_up_generator		126	49	338	-75	systems.spawning.dropship.emperorsday_lambda
object/static/vehicle/static_lambda_shuttle.iff	shut_landed	swap_shuttles		137.47	49	335.99	-75	
delayAction:swap_shuttles:25		play_blow_up_generator						
deleteSpawn:shut_land:none		swap_shuttles						
waitForComplete:triggerId:delay_notification_rebel_phase_2_starting:notification_rebel_phase_2		rebel
waitForComplete:triggerId:delay_notification_imperial_phase_2_starting:notification_imperial_phase_2		imperial
taskId:notification_rebel_phase_2		play_blow_up_generator
taskId:notification_imperial_phase_2		play_blow_up_generator
delayAction:notification_rebel_phase_2_starting:2		delay_notification_rebel_phase_2_starting
delayAction:notification_rebel_phase_3_starting:2		start_rebel_evac
delayAction:notification_imperial_phase_2_starting:2		delay_notification_imperial_phase_2_starting
delayAction:notification_imperial_phase_3_starting:2		start_imperial_evac
messagePlayers:echo_rebel_phase_2_starting:none		notification_rebel_phase_2_starting
messagePlayers:echo_rebel_phase_3_starting:none		notification_rebel_phase_3_starting
messagePlayers:echo_imperial_phase_2_starting:none		notification_imperial_phase_2_starting
messagePlayers:echo_imperial_phase_3_starting:none		notification_imperial_phase_3_starting
delayAction:echo_base_imperial_storyline_1:10		imperial
messagePlayers:echo_imperial_conversation_1_veers_01:object/mobile/veers.iff:10.0		echo_base_imperial_storyline_1
fxOnPlayers:sound/echo_base_genveers_all_troops_debark.snd		echo_base_imperial_storyline_1
delayAction:echo_base_imperial_storyline_2:110		echo_base_imperial_storyline_1
messagePlayers:echo_imperial_conversation_1_veers_02:object/mobile/veers.iff:5.0		echo_base_imperial_storyline_2				
messagePlayers:echo_imperial_conversation_1_veers_03:object/mobile/veers.iff:3.0		swap_generator				
fxOnPlayers:sound/echo_base_genveers_distance_to_power_generators.snd		swap_generator				
delayAction:echo_base_imperial_storyline_3:3		swap_generator				
signalMaster;grantP2Waypoint;none		swap_generator				
messagePlayers:echo_imperial_conversation_1_veers_04:object/mobile/dressed_imperial_atat_pilot_m.iff:3.0		echo_base_imperial_storyline_3				
delayAction:echo_base_imperial_storyline_4:3		echo_base_imperial_storyline_3				
messagePlayers:echo_imperial_conversation_1_veers_05:object/mobile/veers.iff:3.0		echo_base_imperial_storyline_4				
fxOnPlayers:sound/echo_base_genveers_target_max_firepower.snd		echo_base_imperial_storyline_4				
trigger:vader_base_tour_1:faction-npc-hoth:6:-1:1:triggerId	vader_start_walking_1	imp_invade_front	r9	82.4	22.7	8.8
delayAction:imperial_base_shake:5		imp_invade_front				
taskId:imperial_side_invading_base		imp_invade_front				
waitForComplete:triggerId:announce_imperials_entering_base:imperial_side_invading_base		imperial				
fxOnPlayers:sound/echo_base_announcer_imperial_troops_warning.snd		announce_imperials_entering_base				
"randomTrigger:base_shake_random_1,base_shake_random_2,base_shake_random_3,base_shake_random_4,base_shake_random_5,base_shake_random_6,base_shake_random_7,base_shake_random_8,base_shake_random_9,base_shake_random_10"		imperial_base_shake				
delayAction:imperial_base_shake:5		imperial_base_shake				
object/creature/npc/theme_park/lambda_shuttle.iff		vader_base_tour_1		116.29	49	356.56	149	systems.spawning.dropship.emperorsday_lambda					
deleteSpawn:vader_start_walking_1:none		vader_base_tour_1											
delayAction:vader_base_tour_2:25		vader_base_tour_1											
heroic_echo_darth_vader	vader_spawn_base_tour_1	vader_base_tour_2		116.87	49	355.96	-125		"string:patrol_path=entrance_vader_path_1,string:socialGroup=social_vader,int:ai.noFollow=1"				"entrance_vader_path_1:patrolOnce:invade_front_1_1,invade_front_1_2,invade_front_2_2,invade_front_3_2,invade_front_4_2,invade_front_5_2,invade_front_6_1,invade_front_6_2,invade_front_7_2,invade_front_8_1,invade_front_9_2,invade_front_10,invade_front_11_2,invade_front_12_1,invade_front_13_1,invade_front_14_2,invade_front_15_1,invade_front_15_4,invade_front_16_1,invade_front_17_2,invade_front_18_1,invade_front_19_1"
trigger:vader_base_tour_3:faction-npc-social_vader:6:-1:1:triggerId	vader_base_tour_delete_1	vader_base_tour_2	r9	82.4	22.7	8.8							
deleteSpawn:vader_spawn_base_tour_1:none		vader_base_tour_3											
deleteSpawn:vader_base_tour_delete_1:none		vader_base_tour_3											
delayAction:vader_base_tour_4:1		r31_captured											
heroic_echo_darth_vader	vader_spawn_base_tour_2	vader_base_tour_4	r49	4.7	-18.3	-43.6	0		"string:patrol_path=entrance_vader_path_2,string:socialGroup=social_vader,int:ai.noFollow=1"				"entrance_vader_path_2:patrolOnce:storm_center_1,storm_center_3,storm_center_4,storm_center_5,storm_center_6,storm_center_7,storm_center_8,lower_assault_1,lower_assault_2,lower_assault_3,lower_assault_4,lower_assault_5,lower_assault_cap,lower_to_cap_1,lower_to_cap_2,lower_to_cap_3,lower_to_cap_4,lower_to_cap_5,lower_to_cap_6,lower_to_cap_7,lower_to_cap_8,lower_to_cap_9"
trigger:vader_base_tour_5:faction-npc-social_vader:6:-1:1:triggerId	vader_base_tour_delete_2	vader_base_tour_4	r32	-68.3	-4.6	18.5							
deleteSpawn:vader_spawn_base_tour_2:none		vader_base_tour_5											
deleteSpawn:vader_base_tour_delete_2:none		vader_base_tour_5											
delayAction:vader_base_tour_6:3		vader_base_tour_5											
heroic_echo_darth_vader	command_center_vader_1	vader_base_tour_6	r11	-1.7	64.3	102.7	-38		"string:patrol_path=command_vader_path_1,string:socialGroup=social_vader,int:ai.noFollow=1"				"command_vader_path_1:patrolOnce:echo_base_command_center_vader_1,echo_base_command_center_vader_2,echo_base_command_center_vader_3,echo_base_command_center_exit,com_tunnel_3,com_tunnel_4,com_tunnel_5,com_tunnel_6,echo_base_command_center_hallway_1,echo_base_command_center_hallway_elevator_1"
pathPoint:echo_base_command_center_vader_1		vader_base_tour_6	r11	-5.2	64.3	107.1							
pathPoint:echo_base_command_center_vader_2		vader_base_tour_6	r11	-7.5	64.3	118.9							
pathPoint:echo_base_command_center_vader_3		vader_base_tour_6	r11	-38.6	64.3	128.5							
trigger:vader_base_tour_7:faction-npc-social_vader:2:-1:1:triggerId	trigger_delete_vader	vader_base_tour_6	r1	-0.1	58.1	256.1							
deleteSpawn:command_center_vader_1:none		vader_base_tour_7											
deleteSpawn:trigger_delete_vader:none		vader_base_tour_7											
delayAction:vader_base_tour_8:1		r56_captured											
heroic_echo_darth_vader	medical_center_vader_1	vader_base_tour_8	r51	82.7	-14.6	266.9	0		"string:patrol_path=medical_vader_path_1,string:socialGroup=social_vader,int:ai.noFollow=1"				"medical_vader_path_1:patrolOnce:lower_hanger_hall_7,echo_base_medical_path_1,echo_base_medical_path_2,echo_base_medical_path_3_leia,lower_hanger_hall_10,lower_hanger_hall_11,lower_hanger_hall_12,lower_hanger_hall_13,lower_hanger_hall_14,lower_hanger_hall_15,lower_hanger_hall_16,lower_hanger_hall_17,lower_hanger_hall_18_1,lower_hanger_hall_19,lower_hanger_hall_20,lower_hanger_hall_21_1,echo_base_lower_hangar_vader_1,lower_to_upper_1,lower_to_upper_2,lower_to_upper_end"
pathPoint:echo_base_lower_hangar_vader_1		vader_base_tour_8	r56	-269.3	-23.2	456.9							
trigger:vader_base_tour_9:faction-npc-social_vader:2:-1:1:triggerId	vader_base_tour_delete_3	vader_base_tour_8	r57	-304	-25	423							
deleteSpawn:medical_center_vader_1:none		vader_base_tour_9											
deleteSpawn:trigger_delete_vader:none		vader_base_tour_9											
trigger:vader_base_tour_10:faction-npc-tt_to_hang:2:-1:1:triggerId		imp_hangar_assault	r15	-265.05	79.27	479.72							
heroic_echo_darth_vader	hangar_center_vader_1	vader_base_tour_10	r17	-300	77.8	472.1	45		"string:patrol_path=hangar_vader_path_1,string:socialGroup=social_vader,int:ai.noFollow=1"				"hangar_vader_path_1:patrolOnce:upper_hangar_1,echo_base_hangar_leia_2,echo_base_hangar_leia_1,echo_base_upper_hangar_vader_1"
pathPoint:echo_base_upper_hangar_vader_1		vader_base_tour_10	r15	-257.8	73.3	514.6							
trigger:vader_base_tour_11:faction-npc-social_vader:2:-1:1:triggerId		vader_base_tour_10	r15	-277.6	74.7	494.4							
deleteSpawn:hangar_door:none		vader_base_tour_11											
deleteSpawn:echo_base_hangar_falcon:pt_echo_base_falcon_takeoff.prt		vader_base_tour_11											
fxOnPlayers:sound\shp_millenium_falcon_takeoff_short.snd:200		vader_base_tour_11	r15	-277.6	74.7	494.4
delayAction:fake_imperial_phase_2_quest_completions_x:5		play_blow_up_generator				
delayAction:fake_rebel_phase_2_quest_completions_x:5		play_blow_up_generator				
messageTo;quest_tracker;questUpdate;string:update=imp_phase2_food		fake_imperial_phase_2_quest_completions_1				
delayAction:fake_imperial_phase_2_quest_completions_2:1		fake_imperial_phase_2_quest_completions_1				
messageTo;quest_tracker;questUpdate;string:update=imp_phase2_ion_capacitor		fake_imperial_phase_2_quest_completions_2				
delayAction:fake_imperial_phase_2_quest_completions_3:1		fake_imperial_phase_2_quest_completions_2				
messageTo;quest_tracker;questUpdate;string:update=imp_phase2_command		fake_imperial_phase_2_quest_completions_3				
delayAction:fake_imperial_phase_2_quest_completions_4:1		fake_imperial_phase_2_quest_completions_3				
messageTo;quest_tracker;questUpdate;string:update=imp_phase2_hangar_bay		fake_imperial_phase_2_quest_completions_4				
delayAction:fake_imperial_phase_2_quest_completions_5:1		fake_imperial_phase_2_quest_completions_4				
messageTo;quest_tracker;questUpdate;string:update=imp_generator_probot_interface		fake_imperial_phase_2_quest_completions_5				
delayAction:fake_imperial_phase_2_quest_completions_6:1		fake_imperial_phase_2_quest_completions_5				
messageTo;quest_tracker;questUpdate;string:update=imp_phase2_medical		fake_imperial_phase_2_quest_completions_6				
delayAction:fake_imperial_phase_2_quest_completions_7:1		fake_imperial_phase_2_quest_completions_6				
messageTo;quest_tracker;questUpdate;string:update=imp_phase2_equipment		fake_imperial_phase_2_quest_completions_7				
delayAction:fake_imperial_phase_2_quest_completions_8:1		fake_imperial_phase_2_quest_completions_7
messageTo;quest_tracker;questUpdate;string:update=imp_generator_shuttle		fake_imperial_phase_2_quest_completions_8
delayAction:fake_imperial_phase_3_quest_completions_1:5		fake_imperial_phase_2_quest_completions_8
messageTo;quest_tracker;questUpdate;string:update=p3_supplies_destroyed		fake_imperial_phase_3_quest_completions_1
delayAction:fake_imperial_phase_3_quest_completions_2:1		fake_imperial_phase_3_quest_completions_1
messageTo;quest_tracker;questUpdate;string:update=p3_supplies_destroyed		fake_imperial_phase_3_quest_completions_2
delayAction:fake_imperial_phase_3_quest_completions_3:1		fake_imperial_phase_3_quest_completions_2
messageTo;quest_tracker;questUpdate;string:update=p3_supplies_destroyed		fake_imperial_phase_3_quest_completions_3
delayAction:fake_imperial_phase_3_quest_completions_4:1		fake_imperial_phase_3_quest_completions_3
messageTo;quest_tracker;questUpdate;string:update=p3_supplies_destroyed		fake_imperial_phase_3_quest_completions_4
delayAction:fake_imperial_phase_3_quest_completions_5:1		fake_imperial_phase_3_quest_completions_4
messageTo;quest_tracker;questUpdate;string:update=p3_supplies_destroyed		fake_imperial_phase_3_quest_completions_5
delayAction:fake_imperial_phase_3_quest_completions_6:1		fake_imperial_phase_3_quest_completions_5
messageTo;quest_tracker;questUpdate;string:update=p3_transport_destroyed		fake_imperial_phase_3_quest_completions_6
messageTo;quest_tracker;questUpdate;string:update=reb_phase2_thermal		fake_rebel_phase_2_quest_completions_1
delayAction:fake_rebel_phase_2_quest_completions_2:1		fake_rebel_phase_2_quest_completions_1
messageTo;quest_tracker;questUpdate;string:update=reb_phase2_command		fake_rebel_phase_2_quest_completions_2
delayAction:fake_rebel_phase_2_quest_completions_3:1		fake_rebel_phase_2_quest_completions_2
messageTo;quest_tracker;questUpdate;string:update=reb_phase2_food		fake_rebel_phase_2_quest_completions_3
delayAction:fake_rebel_phase_2_quest_completions_4:1		fake_rebel_phase_2_quest_completions_3
messageTo;quest_tracker;questUpdate;string:update=reb_phase2_equipment		fake_rebel_phase_2_quest_completions_4
delayAction:fake_rebel_phase_2_quest_completions_5:1		fake_rebel_phase_2_quest_completions_4
messageTo;quest_tracker;questUpdate;string:update=reb_command_personnel		fake_rebel_phase_2_quest_completions_5
delayAction:fake_rebel_phase_2_quest_completions_6:1		fake_rebel_phase_2_quest_completions_5
messageTo;quest_tracker;questUpdate;string:update=reb_command_personnel		fake_rebel_phase_2_quest_completions_6
delayAction:fake_rebel_phase_2_quest_completions_7:1		fake_rebel_phase_2_quest_completions_6
messageTo;quest_tracker;questUpdate;string:update=reb_command_personnel		fake_rebel_phase_2_quest_completions_7
delayAction:fake_rebel_phase_2_quest_completions_8:1		fake_rebel_phase_2_quest_completions_7
messageTo;quest_tracker;questUpdate;string:update=reb_command_personnel		fake_rebel_phase_2_quest_completions_8
delayAction:fake_rebel_phase_2_quest_completions_9:1		fake_rebel_phase_2_quest_completions_8
messageTo;quest_tracker;questUpdate;string:update=reb_medical_personnel		fake_rebel_phase_2_quest_completions_9
delayAction:fake_rebel_phase_2_quest_completions_10:1		fake_rebel_phase_2_quest_completions_9
messageTo;quest_tracker;questUpdate;string:update=reb_medical_personnel		fake_rebel_phase_2_quest_completions_10
delayAction:fake_rebel_phase_2_quest_completions_11:1		fake_rebel_phase_2_quest_completions_10
