bookName	pageName	collectionName	slotName	beginSlotId	endSlotId	maxSlotValue	category1	category2	category3	category4	category5	category6	category7	category8	category9	category10	category11	prereqSlotName1	prereqSlotName2	prereqSlotName3	prereqSlotName4	prereqSlotName5	icon	music	showIfNotYetEarned	hidden	title	alternateTitle1	alternateTitle2	alternateTitle3	alternateTitle4	alternateTitle5	noReward	trackServerFirst	Comments	string_name	string_detail
			relic_destroy_heroic_exar_hate	14469	14474	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_exar_hate_fist	message:	count:-1															1							1			Kill the Clenched Fist of Hate	This task requires the Clenched Fist of Hate to be killed
			relic_destroy_heroic_exar_vengence	14475	14480	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_exar_vengence	message:	count:-1															1							1			Kill the Promised Vengeance of Exar Kun	This task requires the Promised Vengeance of Exar Kun to be killed.
			relic_destroy_heroic_exar_wrath	14481	14486	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_exar_wrath	message:	count:-1															1							1			Kill the Unquenchable Wrath of Exar Kun	This task requires the Unquenchable Wrath of Exar Kung to be killed.
			relic_destroy_heroic_exar_harmony	14487	14492	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_exar_harmony	message:	count:-1															1							1			Kill the Lingering Harmony of Exar Kun	This task requires the Lingering Harmony of Exar Kun to be killed.
			relic_destroy_heroic_exar_chaos	14493	14498	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_exar_chaos	message:	count:-1															1							1			Kill the Embraced Chaos of Exar Kun	This task requires the Embraced Chaos of Exar Kun to be killed.
			relic_destroy_heroic_axkva_min	14499	14504	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_axkva_axkva_min	message:	count:-1															1							1			Kill Heroic Axkva Min	This task requires Heroic Axkva Min to be killed.
			relic_destroy_heroic_nandina	14505	14510	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_axkva_nandina	message:	count:-1															1							1			Kill Nandina	This task requires Nandina to be killed.
			relic_destroy_heroic_gorvo	14511	14516	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_axkva_gorvo	message:	count:-1															1							1			Kill Gorvo	This task requires Gorvo to be killed.
			relic_destroy_heroic_lelli_hi	14517	14522	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_axkva_lelli_hi	message:	count:-1															1							1			Kill Lelli Hi	This task requires Lelli Hi to be killed.
			relic_destroy_heroic_kimaru	14523	14528	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_axkva_kimaru	message:	count:-1															1							1			Kill Kimaru	This task requires Kimaru to be killed.
			relic_destroy_heroic_suin_chalo	14529	14534	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_axkva_suin_chalo	message:	count:-1															1							1			Kill Suin Chalo	This task requires Suin Chalo to be killed.
			relic_destroy_heroic_ig88	14535	14540	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_ig88_ig88_rocket	message:	count:-1															1							1			Kill IG-88	This task requires IG-88 to be killed.
			relic_destroy_heroic_krix_swiftshadow	14541	14546	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_sd_krix_swiftshadow	message:	count:-1															1							1			Kill Krix Swiftshadow	This task requires Krix Swiftshadow to be killed.
			relic_destroy_heroic_captain_prat	14547	14552	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_sd_watch_captain_prat	message:	count:-1															1							1			Kill Watch Captain Prat	This task requires Watch Captain Prat to be killed.
			relic_destroy_heroic_comander_kenkirk	14553	14558	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_sd_commander_kenkirk	message:	count:-1															1							1			Kill Commander Kenkirk	This task requires Commander Kenkirk to be killed.
			relic_destroy_captain_sait	14559	14564	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_sd_captain_sait	message:	count:-1															1							1			Kill Grand Admiral Sait	This task requires Grand Admiral Sait to be killed.
			relic_destroy_tusken_king	14565	14570	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_tusken_king	message:	count:-1															1							1			Kill The Heroic Tusken King	This task requires The Heroic Tusken King to be killed.
			relic_destroy_unkajo	14571	14576	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_echo_wampa_boss	message:	count:-1															1							1			Kill Unkajo	This task requires Unkajo to be killed.
			relic_destroy_gorax	14577	14582	61	UIType:Kill	relic_data:88:2:0:0	creature_name:gorax	message:	count:-1															1							1			Kill the Gorax	This task requires the Gorax to be killed.
			relic_destroy_sher_kar	14583	14588	61	UIType:Kill	relic_data:90:2:0:0	creature_name:som_sherkar	message:	count:-1															1							1			Kill Sher Kar	This task requires Sher Kar to be killed.
			relic_destroy_colonel_or5	14589	14594	61	UIType:Kill	relic_data:86:2:0:0	creature_name:som_decrepit_colonel_or5	message:	count:-1															1							1			Kill Colonel OR-5	This task requires Colonel OR-5 to be killed.
			relic_destroy_hk58_aurek	14595	14600	61	UIType:Kill	relic_data:83:2:0:0	creature_name:som_working_hk_58_aurek	message:	count:-1															1							1			Kill HK-58 Aurek	This task requires HK-58 Aurek to be killed.
			relic_destroy_hk58_besh	14601	14606	61	UIType:Kill	relic_data:83:2:0:0	creature_name:som_working_hk_58_besh	message:	count:-1															1							1			Kill HK-58 Besh	This task requires HK-58 Besh to be killed.
			relic_destroy_devastator	14607	14612	61	UIType:Kill	relic_data:88:2:0:0	creature_name:som_working_devistator	message:	count:-1															1							1			Kill Devastator	This task requires Devastator to be killed.
			relic_destroy_master_droid_engineer	14613	14618	61	UIType:Kill	relic_data:84:2:0:0	creature_name:som_working_master_droid_engineer	message:	count:-1															1							1			Kill The Master Droid Engineer	This task requires The Master Droid Engineer to be killed.
			relic_destroy_doom_bringer	14619	14624	61	UIType:Kill	relic_data:85:2:0:0	creature_name:som_working_doom_bringer	message:	count:-1															1							1			Kill Doom Bringer	This task requires Doom Bringer to be killed.
			relic_destroy_hk_taskmaster	14625	14630	61	UIType:Kill	relic_data:90:2:0:0	creature_name:som_volcano_one_taskmaster	message:	count:-1															1							1			Kill HK-Taskmaster	This task requires HK-Taskmaster to be killed.
			relic_destroy_hk_ak_prime	14631	14636	61	UIType:Kill	relic_data:90:2:0:0	creature_name:som_volcano_two_ak_prime	message:	count:-1															1							1			Kill AK-Prime	This task requires AK-Prime to be killed.
			relic_destroy_hk_forward_comander	14637	14642	61	UIType:Kill	relic_data:90:2:0:0	creature_name:som_volcano_three_forward_commander	message:	count:-1															1							1			Kill Forward Commander Mk II	This task requires Forward Commander Mk II to be killed.
			relic_destroy_hk_cym_prototype	14643	14648	61	UIType:Kill	relic_data:90:2:0:0	creature_name:som_volcano_four_cym_prototype	message:	count:-1															1							1			Kill CY-M Prototype	This task requires CY-M Prototype to be killed.
			relic_destroy_hk_gk_oppressor	14649	14654	61	UIType:Kill	relic_data:90:2:0:0	creature_name:som_volcano_five_boss_septipod	message:	count:-1															1							1			Kill GK Oppressor	This task requires GK Oppressor to be killed.
			relic_destroy_hk_hk47	14655	14660	61	UIType:Kill	relic_data:90:2:0:0	creature_name:som_volcano_final_hk47	message:	count:-1															1							1			Kill HK-47	This task requires HK-47 to be killed.
			relic_destroy_dark_jedi_master	14661	14666	61	UIType:Kill	relic_data:90:2:0:0	creature_name:dark_jedi_master	message:	count:-1															1							1			Kill Dark Jedi Masters	This task requires Dark Jedi Masters to be killed.
			relic_destroy_ep3_general_grievous	14667	14672	61	UIType:Kill	relic_data:90:2:0:0	creature_name:ep3_general_grievous	message:	count:-1															1							1			"Kill N-K ""Necrosis"""	"This task requires N-K ""Necrosis"" to be killed."
			relic_destroy_ep3_rryatt_minstyngar_lvl3_boss	14673	14678	61	UIType:Kill	relic_data:64:2:0:0	creature_name:ep3_rryatt_minstyngar_lvl3_boss	message:	count:-1															1							1			Kill Goretongue	This task requires Goretongue to be killed.
			relic_destroy_ep3_rryatt_mouf_bloodclaw_boss	14679	14684	61	UIType:Kill	relic_data:56:2:0:0	creature_name:ep3_rryatt_mouf_bloodclaw_boss	message:	count:-1															1							1			Kill Rotclaw	This task requires Rotclaw to be killed.
			relic_destroy_ep3_rryatt_walluga_smasher_boss	14685	14690	61	UIType:Kill	relic_data:54:2:0:0	creature_name:ep3_rryatt_walluga_smasher_boss	message:	count:-1															1							1			Kill Wallugget	This task requires Wallugget to be killed.
			relic_destroy_ep3_slaver_blackscale_kamurith_ysskir	14691	14696	61	UIType:Kill	relic_data:81:2:0:0	creature_name:ep3_slaver_blackscale_kamurith_ysskir	message:	count:-1															1							1			Kill Ysskir	This task requires Ysskir to be killed.
			relic_destroy_meatlump_donk	14697	14702	61	UIType:Kill	relic_data:35:0:0:0	creature_name:corellia_meatlump_donk	message:	count:-1															1							1			Kill Meatlump Donks	This task requires Meatlump Donks to be killed.
			relic_destroy_meatlump_dunder	14703	14708	61	UIType:Kill	relic_data:28:0:0:0	creature_name:corellia_meatlump_dunder	message:	count:-1															1							1			Kill Meatlump Dunders	This task requires Meatlump Dunders to be killed.
			relic_destroy_meatlump_lunk	14709	14714	61	UIType:Kill	relic_data:28:0:0:0	creature_name:corellia_meatlump_lunk	message:	count:-1															1							1			Kill Meatlump Lunks	This task requires Meatlump Lunks to be killed.
			relic_destroy_meatlump_lieutenant	14715	14720	61	UIType:Kill	relic_data:30:0:0:0	creature_name:corellia_meatlump_lieutenant	message:	count:-1															1							1			Kill Meatlump Lieutenants	This task requires Meatlump Lieutenants to be killed.
			relic_destroy_meatlump_nerp	14721	14726	61	UIType:Kill	relic_data:38:0:0:0	creature_name:corellia_meatlump_nerp	message:	count:-1															1							1			Kill Meatlump Nerps	This task requires Meatlump Nerps to be killed.
			relic_destroy_meatlump_simp	14727	14732	61	UIType:Kill	relic_data:38:0:0:0	creature_name:corellia_meatlump_simp	message:	count:-1															1							1			Kill Meatlump Simps	This task requires Meatlump Simps to be killed.
			relic_destroy_meatlump_stooge	14733	14738	61	UIType:Kill	relic_data:28:0:0:0	creature_name:meatlump_stooge	message:	count:-1															1							1			Kill Meatlump Stooges	This task requires Meatlump Stooges to be killed.
			relic_destroy_bull_rancor	14739	14744	61	UIType:Kill	relic_data:88:1:0:0	creature_name:bull_rancor	message:	count:-1															1							1			Kill Bull Rancor	This task requires Bull Rancors to be killed.
			relic_destroy_social_afflicted	15432	15437	61	UIType:Kill	relic_data:10:0:0:0	social_group:afflicted	message:	count:-1															1							1			Kill any Afflicted	This task requires any Afflicted in the Quarantine Zone to be killed.
			relic_destroy_afflicted_maintenance_boss	15438	15443	61	UIType:Kill	relic_data:90:1:0:0	creature_name:outbreak_afflicted_maintenance_boss	message:	count:-1															1							1			Kill Cornburr	This task requires Cornburr to be killed.
			relic_destroy_afflicted_rancor	15444	15449	61	UIType:Kill	relic_data:90:2:0:0	creature_name:outbreak_afflicted_rancor	message:	count:-1															1							1			Kill the Undead Rancor	This task requires the Undead Rancor to be killed.
			relic_destroy_death_trooper_10	15450	15455	61	UIType:Kill	relic_data:10:0:0:0	"creature_name:outbreak_deathtrooper_lvl_10,outbreak_deathtrooper_lvl_15,outbreak_deathtrooper_lvl_20,outbreak_deathtrooper_lvl_25,outbreak_deathtrooper_lvl_30,outbreak_deathtrooper_lvl_35,outbreak_deathtrooper_lvl_40,outbreak_deathtrooper_lvl_45,outbreak_deathtrooper_lvl_50,outbreak_deathtrooper_lvl_55,outbreak_deathtrooper_lvl_60,outbreak_deathtrooper_lvl_65,outbreak_deathtrooper_lvl_70,outbreak_deathtrooper_lvl_75,outbreak_deathtrooper_lvl_80,outbreak_deathtrooper_lvl_85,outbreak_deathtrooper_lvl_90,outbreak_deathtrooper_lvl_95"	message:	count:-1															1							1			Kill Death Troopers (Lvl 10+)	This task requires Death Troopers (Lvl 10+) to be killed.
			relic_destroy_death_trooper_50	15456	15461	61	UIType:Kill	relic_data:50:0:0:0	"creature_name:outbreak_deathtrooper_lvl_50,outbreak_deathtrooper_lvl_55,outbreak_deathtrooper_lvl_60,outbreak_deathtrooper_lvl_65,outbreak_deathtrooper_lvl_70,outbreak_deathtrooper_lvl_75,outbreak_deathtrooper_lvl_80,outbreak_deathtrooper_lvl_85,outbreak_deathtrooper_lvl_90,outbreak_deathtrooper_lvl_95"	message:	count:-1															1							1			Kill Death Troopers (Lvl 50+)	This task requires Death Troopers (Lvl 50+) to be killed.
			relic_destroy_death_trooper_90	15462	15467	61	UIType:Kill	relic_data:90:0:0:0	"creature_name:outbreak_deathtrooper_lvl_90,outbreak_deathtrooper_lvl_95"	message:	count:-1															1							1			Kill Death Troopers (Lvl 90+)	This task requires Death Troopers (Lvl 90+) to be killed.
		saga_relic_destroy_multiple_loot					task_shared_data:1:0:0:0																			1							1				
			saga_test_destroy_multiple_loot_01	8811	8816	61	UIType:KillLoot	relic_data:3:0:0:0	creature_name:kreetle	message:saga_relic:none	count:-1	drop_rate:-1														1							1			Collect Loot from Kreetles	This task requires Kreetles to be killed until some number of items have been collected from themd.
			saga_test_destroy_multiple_loot_02	8817	8822	61	UIType:KillLoot	relic_data:5:0:0:0	social_group:kreetle	message:saga_relic:none	count:-1	drop_rate:-1														1							1			Collect Loot from any Kreetles	This task requires any type of kreetles to be killed until some number of items have been collected from them.
			relic_destroy_loot_nightsister_social	8823	8828	61	UIType:KillLoot	relic_data:88:0:0:0	social_group:nightsister	message:saga_relic:none	count:-1	drop_rate:-1														1							1			Collect Loot from any Nightsisters	This task requires any type of nightsister to be killed until some number of items have been collected from them.
			relic_destroy_loot_nightsister_elder	8829	8834	61	UIType:KillLoot	relic_data:90:2:0:0	creature_name:nightsister_elder	message:saga_relic:none	count:-1	drop_rate:-1														1							1			Collect Loot from Nightsister Elders	This task requires nightsister elders to be killed until some number of items have been collected from them.
			relic_destroy_loot_nightsister_protector	8835	8840	61	UIType:KillLoot	relic_data:89:1:0:0	creature_name:nightsister_protector	message:saga_relic:none	count:-1	drop_rate:-1														1							1			Collect Loot from Nightsister Protectors	This task requires nightsister protectors to be killed until some number of items have been collected from them.
			relic_destroy_loot_nightsister_sentry	8841	8846	61	UIType:KillLoot	relic_data:83:1:0:0	creature_name:nightsister_sentry	message:saga_relic:none	count:-1	drop_rate:-1														1							1			Collect Loot from Nightsister Sentries	This task requires nightsister sentries to be killed until some number of items have been collected from them.
