INDEX	ENUM	CLASS 1	CLASS 2	CLASS 3	CLASS 4	CLASS 5	CLASS 6	CLASS 7	CLASS 8	Maximum # types	Minimum # types	Minimum # Pools	Maximum # Pools	Recycled	Permanent	Attribute 1	Attribute 2	Attribute 3	Attribute 4	Attribute 5	Attribute 6	Attribute 7	Attribute 8	Attribute 9	Attribute 10	Attribute 11	Att 1 min	Att 1 max	Att 2 min	Att 2 max	Att 3 min	Att 3 max	Att 4 min	Att 4 max	Att 5 min	Att 5 max	Att 6 min	Att 6 max	Att 7 min	Att 7 max	Att 8 min	Att 8 max	Att 9 min	Att 9 max	Att 10 min	Att 10 max	Att 11 min	Att 11 max	Resource Container Type	Random Name Class
1062	fiberplast_kashyyyk					Kashyyykian Fiberplast				1	1	7	7			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
1100	fiberplast_mustafar					Mustafarian Fiberplast				1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
453	water			Water						17	13					res_decay_resist	res_quality										1	1000	200	1000																				
935	water_solution				Water Solution					1	1	1	1	1		res_decay_resist	res_quality										200	200	200	200																			object/resource_container/inorganic_water.iff	plain_resource
454	water_vapor_corellia				Corellian Water Vapor					5	1	1	1			res_decay_resist	res_quality										1	1000	600	1000																			object/resource_container/inorganic_bottle_water.iff	plain_resource
455	water_vapor_dantooine				Dantooine Water Vapor					5	1	1	1			res_decay_resist	res_quality										1	1000	600	1000																			object/resource_container/inorganic_bottle_water.iff	plain_resource
456	water_vapor_dathomir				Dathomir Water Vapor					5	1	1	1			res_decay_resist	res_quality										1	1000	600	1000																			object/resource_container/inorganic_bottle_water.iff	plain_resource
457	water_vapor_endor				Endorian Water Vapor					5	1	1	1			res_decay_resist	res_quality										1	1000	600	1000																			object/resource_container/inorganic_bottle_water.iff	plain_resource
458	water_vapor_lok				Lokian Water Vapor					5	1	1	1			res_decay_resist	res_quality										1	1000	600	1000																			object/resource_container/inorganic_bottle_water.iff	plain_resource
459	water_vapor_naboo				Nabooian Water Vapor					5	1	1	1			res_decay_resist	res_quality										1	1000	600	1000																			object/resource_container/inorganic_bottle_water.iff	plain_resource
460	water_vapor_rori				Rori Water Vapor					5	1	1	1			res_decay_resist	res_quality										1	1000	600	1000																			object/resource_container/inorganic_bottle_water.iff	plain_resource
461	water_vapor_talus				Talusian Water Vapor					5	1	1	1			res_decay_resist	res_quality										1	1000	600	1000																			object/resource_container/inorganic_bottle_water.iff	plain_resource
462	water_vapor_tatooine				Tatooinian Water Vapor					5	1	1	1			res_decay_resist	res_quality										1	1000	600	1000																			object/resource_container/inorganic_bottle_water.iff	plain_resource
463	water_vapor_yavin4				Yavinian Water Vapor					5	1	1	1			res_decay_resist	res_quality										1	1000	600	1000																			object/resource_container/inorganic_bottle_water.iff	plain_resource
1056	water_vapor_kashyyyk				Kashyyykian Water Vapor					5	1	7	7			res_decay_resist	res_quality										1	1000	600	1000																			object/resource_container/inorganic_bottle_water.iff	plain_resource
1101	water_vapor_mustafar				Mustafarian Water Vapor					5	1	1	1			res_decay_resist	res_quality										1	1000	600	1000																			object/resource_container/inorganic_bottle_water.iff	plain_resource
464	mineral			Mineral						145	67					res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_potential_energy	res_conductivity	entangle_resistance		1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000				
465	fuel_petrochem_solid				Solid Petrochem Fuel					10	3					res_decay_resist	res_quality	res_potential_energy									1	1000	1	1000	1	1000																		
917	degraded_fuel_petrochem_solid					Degraded Solid Petrochem Fuel				1	1	1	1	1		res_decay_resist	res_quality	res_potential_energy									200	200	200	200	200	200																	object/resource_container/energy_solid.iff	energy_resource
466	petrochem_fuel_solid_unknown					Unknown Solid Petrochem Fuel				2	0	1	3			res_decay_resist	res_quality	res_potential_energy									1	1000	1	1000	1	1000																	object/resource_container/energy_solid.iff	energy_resource
467	fuel_petrochem_solid_known					Known Solid Petrochem Fuel				7	2					res_decay_resist	res_quality	res_potential_energy									1	800	1	1000	300	1000																		
468	petrochem_fuel_solid_type1						Class 1 Solid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									1	149	1	1000	300	430																	object/resource_container/energy_solid.iff	energy_resource
469	petrochem_fuel_solid_type2						Class 2 Solid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									81	264	1	1000	370	530																	object/resource_container/energy_solid.iff	energy_resource
470	petrochem_fuel_solid_type3						Class 3 Solid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									195	378	1	1000	470	630																	object/resource_container/energy_solid.iff	energy_resource
471	petrochem_fuel_solid_type4						Class 4 Solid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									309	492	1	1000	570	730																	object/resource_container/energy_solid.iff	energy_resource
472	petrochem_fuel_solid_type5						Class 5 Solid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									423	606	1	1000	670	830																	object/resource_container/energy_solid.iff	energy_resource
473	petrochem_fuel_solid_type6						Class 6 Solid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									537	720	1	1000	770	930																	object/resource_container/energy_solid.iff	energy_resource
474	petrochem_fuel_solid_type7						Class 7 Solid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									652	800	1	1000	870	1000																	object/resource_container/energy_solid.iff	energy_resource
1106	petrochem_fuel_solid_mustafar						Mustafarian Solid Petro Fuel			1	1	1	1			res_decay_resist	res_quality	res_potential_energy									750	800	500	1000	870	1000																	object/resource_container/energy_solid.iff	energy_resource
475	radioactive				Radioactive					7	4					res_decay_resist	res_quality	res_potential_energy									1	1000	1	1000	1	1000																		
918	combined_radioactive_isotpopes					Combined Radioactive Isotopes				1	1	1	1	1		res_decay_resist	res_quality	res_potential_energy									200	200	200	200	200	200																	object/resource_container/energy_radioactive.iff	mineral_resource
476	radioactive_unknown					Unknown Radioactive				2	0	1	3			res_decay_resist	res_quality	res_potential_energy									1	800	1	1000	1	1000																	object/resource_container/energy_radioactive.iff	mineral_resource
477	radioactive_known					Known Radioactive				5	3					res_decay_resist	res_quality	res_potential_energy									1	1000	1	1000	1	1000																		
478	radioactive_type1						Class 1 Radioactive			1	0	8	8			res_decay_resist	res_quality	res_potential_energy									400	474	1	1000	500	593																	object/resource_container/energy_radioactive.iff	mineral_resource
479	radioactive_type2						Class 2 Radioactive			1	0	8	8			res_decay_resist	res_quality	res_potential_energy									440	531	1	1000	550	664																	object/resource_container/energy_radioactive.iff	mineral_resource
480	radioactive_type3						Class 3 Radioactive			1	0	8	8			res_decay_resist	res_quality	res_potential_energy									497	589	1	1000	621	736																	object/resource_container/energy_radioactive.iff	mineral_resource
481	radioactive_type4						Class 4 Radioactive			1	0	8	8			res_decay_resist	res_quality	res_potential_energy									554	646	1	1000	693	807																	object/resource_container/energy_radioactive.iff	mineral_resource
482	radioactive_type5						Class 5 Radioactive			1	0	8	8			res_decay_resist	res_quality	res_potential_energy									611	703	1	1000	764	879																	object/resource_container/energy_radioactive.iff	mineral_resource
483	radioactive_type6						Class 6 Radioactive			1	0	8	8			res_decay_resist	res_quality	res_potential_energy									669	760	1	1000	836	950																	object/resource_container/energy_radioactive.iff	mineral_resource
484	radioactive_type7						Class 7 Radioactive			1	0	8	8			res_decay_resist	res_quality	res_potential_energy									726	800	1	1000	907	1000	889	1000															object/resource_container/energy_radioactive.iff	mineral_resource
1107	radioactive_mustafar						Mustafarian Radioactive			1	1	1	1			res_decay_resist	res_quality	res_potential_energy									900	1000	500	1000	907	1000	889	1000															object/resource_container/energy_radioactive.iff	mineral_resource
689	radioactive_polymetric						High Grade Polymetric Radioactive			1	1	1	1			res_decay_resist	res_quality	res_potential_energy									1	1000	1	1000	1	1000	1	1000															object/resource_container/energy_radioactive.iff	mineral_resource
485	metal				Metal					74	41					res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				1	1000	1	1000	1	800	1	1000	1	1000	1	1000	1	1000	1	1000								
486	metal_ferrous					Ferrous Metal				42	22					res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				1	1000	1	1000	1	800	1	1000	1	600	1	1000	1	1000	1	650								
911	smelted_metal_ferrous_unknown						Smelted Ferrous Metal			1	1	1	1	1		res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200							object/resource_container/inorganic_minerals.iff	mineral_resource
487	metal_ferrous_unknown						Unknown Ferrous Metal			2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				300	1000	1	1000	1	800	300	1000	1	600	400	1000	400	1000	1	650							object/resource_container/inorganic_minerals.iff	mineral_resource
488	steel						Steel			25	5					res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				1	1000	1	1000	1	800	1	1000	1	400	1	1000	1	1000	1	650								
919	steel_smelted							Smelted Steel		1	1	1	1	1		res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200							object/resource_container/inorganic_minerals.iff	mineral_resource
489	steel_rhodium							Rhodium Steel		5	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				500	565	1	1000	1	105	600	652	1	53	400	478	500	565	1	85							object/resource_container/inorganic_minerals.iff	mineral_resource
490	steel_kiirium							Kiirium Steel		5	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				535	615	1	1000	57	185	628	692	29	93	442	538	535	615	46	150							object/resource_container/inorganic_minerals.iff	mineral_resource
491	steel_cubirian							Cubirian Steel		5	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				585	665	1	1000	137	265	668	732	69	133	502	598	585	665	111	215							object/resource_container/inorganic_minerals.iff	mineral_resource
492	steel_thoranium							Thoranium Steel		5	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				635	715	1	1000	217	345	708	772	109	173	562	658	635	715	176	280							object/resource_container/inorganic_minerals.iff	mineral_resource
493	steel_neutronium							Neutronium Steel		5	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				685	765	1	1000	297	424	748	812	149	212	622	718	685	765	241	345							object/resource_container/inorganic_minerals.iff	mineral_resource
494	steel_duranium							Duranium Steel		5	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				735	815	1	1000	377	504	788	852	189	252	682	778	735	815	306	410							object/resource_container/inorganic_minerals.iff	mineral_resource
495	steel_ditanium							Ditanium Steel		5	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				785	865	1	1000	456	584	828	892	228	292	742	838	785	865	371	475							object/resource_container/inorganic_minerals.iff	mineral_resource
496	steel_quadranium							Quadranium Steel		5	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				835	915	1	1000	536	664	868	932	268	332	802	898	835	915	436	540							object/resource_container/inorganic_minerals.iff	mineral_resource
497	steel_carbonite							Carbonite Steel		5	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				885	965	1	1000	616	744	908	972	308	372	862	958	885	965	501	605							object/resource_container/inorganic_minerals.iff	mineral_resource
682	steel_arveshian							Hardened Arveshium Steel		1	1	1	1			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000							object/resource_container/inorganic_minerals.iff	mineral_resource
683	steel_bicorbantium							Crystallized Bicorbantium Steel		1	1	1	1			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	res_conductivity				1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000							object/resource_container/inorganic_minerals.iff	mineral_resource
